"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"677";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Cyberdyne";7;"46-50";"neutral"
"678";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Cyberdyne";9;"31-35";"promoters"
"679";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Cyberdyne";1;"<=25";"detractors"
"680";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Cyberdyne";9;"46-50";"promoters"
"681";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Cyberdyne";7;"51<";"neutral"
"682";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Cyberdyne";7;"46-50";"neutral"
"683";1660;"śląskie";"51-100";1951;"Średnie ogólne";"właściciel";69;"Cyberdyne";3;"51<";"detractors"
"684";1664;"śląskie";"25-50";1966;"Średnie ogólne";"właściciel";43;"Cyberdyne";5;"51<";"detractors"
"685";1665;"śląskie";"100-250";1968;"Średnie ogólne";"właściciel";200;"Cyberdyne";2;"51<";"detractors"
"686";1666;"śląskie";"25-50";1965;"Średnie ogólne";"agronom ekspert";42;"Cyberdyne";8;"51<";"neutral"
"687";1672;"świętokrzyskie";"250+";1955;"Średnie ogólne";"właściciel";300;"Cyberdyne";1;"51<";"detractors"
"688";1674;"świętokrzyskie";"51-100";1977;"Średnie ogólne";"główny agronom";100;"Cyberdyne";3;"41-45";"detractors"
"689";1686;"świętokrzyskie";"51-100";1985;"Średnie ogólne";"właściciel";60;"Cyberdyne";10;"36-40";"promoters"
"690";1692;"świętokrzyskie";"51-100";1966;"Średnie ogólne";"właściciel";80;"Cyberdyne";3;"51<";"detractors"
"691";1694;"świętokrzyskie";"250+";1993;"Średnie ogólne";"agronom ekspert";557;"Cyberdyne";4;"26-30";"detractors"
"692";1697;"warmińsko-mazurskie";"100-250";1962;"Średnie ogólne";"agronom ekspert";141;"Cyberdyne";2;"51<";"detractors"
"693";1705;"warmińsko-mazurskie";"25-50";1986;"Średnie ogólne";"dyrektor";32;"Cyberdyne";8;"31-35";"neutral"
"694";1710;"warmińsko-mazurskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";86;"Cyberdyne";8;"51<";"neutral"
"695";1712;"warmińsko-mazurskie";">25";1985;"Średnie ogólne";"agronom ekspert";25;"Cyberdyne";8;"36-40";"neutral"
"696";1716;"warmińsko-mazurskie";"100-250";1991;"Średnie ogólne";"techniczny";102;"Cyberdyne";1;"26-30";"detractors"
"697";1717;"warmińsko-mazurskie";"51-100";1996;"Średnie ogólne";"techniczny";51;"Cyberdyne";9;"<=25";"promoters"
"698";1718;"wielkopolskie";">25";1984;"Średnie ogólne";"agronom ekspert";25;"Cyberdyne";8;"36-40";"neutral"
"699";1719;"wielkopolskie";"250+";1999;"Średnie ogólne";"techniczny";500;"Cyberdyne";3;"<=25";"detractors"
"700";1724;"wielkopolskie";"250+";1994;"Średnie ogólne";"właściciel";460,1;"Cyberdyne";5;"26-30";"detractors"
"701";1725;"wielkopolskie";"250+";1981;"Średnie ogólne";"agronom ekspert";310;"Cyberdyne";6;"36-40";"detractors"
"702";1729;"wielkopolskie";"250+";1997;"Średnie ogólne";"techniczny";450;"Cyberdyne";7;"<=25";"neutral"
"703";1733;"wielkopolskie";"25-50";1981;"Średnie ogólne";"techniczny";50;"Cyberdyne";3;"36-40";"detractors"
"704";1734;"wielkopolskie";"250+";1996;"Średnie ogólne";"główny agronom";409;"Cyberdyne";8;"<=25";"neutral"
"705";1739;"wielkopolskie";"51-100";1994;"Średnie ogólne";"główny agronom";65,5;"Cyberdyne";0;"26-30";NA
"706";1740;"wielkopolskie";"100-250";1980;"Średnie ogólne";"główny agronom";163;"Cyberdyne";1;"41-45";"detractors"
"707";1746;"wielkopolskie";"100-250";1986;"Średnie ogólne";"właściciel";136;"Cyberdyne";9;"31-35";"promoters"
"708";1749;"wielkopolskie";"250+";1986;"Średnie ogólne";"agronom ekspert";1200;"Cyberdyne";8;"31-35";"neutral"
"709";1752;"wielkopolskie";"250+";1982;"Średnie ogólne";"agronom ekspert";800;"Cyberdyne";6;"36-40";"detractors"
"710";1754;"wielkopolskie";"51-100";1985;"Średnie ogólne";"techniczny";100;"Cyberdyne";7;"36-40";"neutral"
"711";1763;"wielkopolskie";"250+";1990;"Średnie ogólne";"techniczny";300;"Cyberdyne";4;"31-35";"detractors"
"712";1767;"wielkopolskie";"100-250";1986;"Średnie ogólne";"techniczny";146;"Cyberdyne";7;"31-35";"neutral"
"713";1771;"wielkopolskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";100;"Cyberdyne";1;"36-40";"detractors"
"714";1777;"wielkopolskie";"250+";1988;"Średnie ogólne";"główny agronom";360;"Cyberdyne";3;"31-35";"detractors"
"715";1783;"wielkopolskie";">25";1977;"Średnie ogólne";"główny agronom";21,5;"Cyberdyne";1;"41-45";"detractors"
"716";1792;"wielkopolskie";"250+";1997;"Wyższe";"techniczny";300;"Cyberdyne";10;"<=25";"promoters"
"717";1799;"wielkopolskie";">25";1979;"Średnie ogólne";"właściciel";5;"Cyberdyne";1;"41-45";"detractors"
"718";1800;"wielkopolskie";">25";1992;"Średnie ogólne";"dyrektor";24;"Cyberdyne";9;"26-30";"promoters"
"719";1828;"wielkopolskie";"100-250";1990;"Średnie technicznezne";"techniczny";118;"Cyberdyne";5;"31-35";"detractors"
"720";1838;"wielkopolskie";"100-250";1974;"Wyższe rolnicze";"główny agronom";250;"Cyberdyne";10;"46-50";"promoters"
"721";1846;"wielkopolskie";"51-100";1979;"Średnie ogólne";"techniczny";83;"Cyberdyne";9;"41-45";"promoters"
"722";1851;"wielkopolskie";"250+";1966;"Średnie ogólne";"techniczny";500;"Cyberdyne";6;"51<";"detractors"
"723";1860;"wielkopolskie";">25";1987;"Średnie ogólne";"główny agronom";10;"Cyberdyne";2;"31-35";"detractors"
"724";1863;"wielkopolskie";">25";1998;"Średnie ogólne";"techniczny";20;"Cyberdyne";10;"<=25";"promoters"
"725";1866;"wielkopolskie";">25";1994;"Średnie ogólne";"techniczny";20;"Cyberdyne";10;"26-30";"promoters"
"726";1869;"wielkopolskie";"100-250";1972;"Średnie ogólne";"główny agronom";175;"Cyberdyne";7;"46-50";"neutral"
"727";1870;"wielkopolskie";"100-250";1997;"Średnie ogólne";"techniczny";111;"Cyberdyne";10;"<=25";"promoters"
"728";1873;"wielkopolskie";"25-50";1986;"Średnie ogólne";"techniczny";29;"Cyberdyne";4;"31-35";"detractors"
"729";1909;"wielkopolskie";"100-250";1975;"Średnie ogólne";"techniczny";115;"Cyberdyne";2;"46-50";"detractors"
"730";1924;"wielkopolskie";"51-100";1995;"Średnie ogólne";"techniczny";66;"Cyberdyne";2;"26-30";"detractors"
"731";1928;"wielkopolskie";"25-50";1968;"Średnie ogólne";"główny agronom";26;"Cyberdyne";6;"51<";"detractors"
"732";1938;"zachodniopomorskie)";"51-100";1981;"Średnie technicznezne";"właściciel";87;"Cyberdyne";9;"36-40";"promoters"
"733";1945;"zachodniopomorskie)";">25";1989;"Średnie ogólne";"główny agronom";15;"Cyberdyne";9;"31-35";"promoters"
"734";1958;"zachodniopomorskie)";">25";1969;"Średnie ogólne";"dyrektor";21,4;"Cyberdyne";4;"51<";"detractors"
"735";1959;"zachodniopomorskie)";"250+";1981;"Średnie ogólne";"techniczny";390;"Cyberdyne";3;"36-40";"detractors"
"736";1963;"mazowieckie";"25-50";1963;"Średnie technicznezne";"agronom ekspert";36;"Cyberdyne";3;"51<";"detractors"
"737";1966;"lubuskie";"51-100";1960;"Średnie technicznezne";"właściciel";84;"Cyberdyne";6;"51<";"detractors"
"738";1969;"wielkopolskie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";40;"Cyberdyne";9;"36-40";"promoters"
"739";1973;"kujawsko-pomorskie";"51-100";1979;"Wyższe";"główny agronom";85;"Cyberdyne";2;"41-45";"detractors"
"740";1976;"łódzkie";">25";1973;"Średnie ogólne";"agronom ekspert";18;"Cyberdyne";6;"46-50";"detractors"
"741";1977;"lubelskie";"51-100";1986;"Średnie ogólne";"właściciel";95;"Cyberdyne";6;"31-35";"detractors"
"742";1978;"pomorskie";">25";1964;"Średnie technicznezne";"właściciel";11;"Cyberdyne";3;"51<";"detractors"
"743";1983;"mazowieckie";"51-100";1966;"Średnie ogólne";"dyrektor";58;"Cyberdyne";4;"51<";"detractors"
"744";1984;"podkarpackie";"25-50";1994;"Średnie ogólne";"właściciel";39;"Cyberdyne";2;"26-30";"detractors"
"745";1987;"kujawsko-pomorskie";"250+";1968;"Średnie ogólne";"właściciel";1445;"Cyberdyne";0;"51<";NA
"746";1988;"lubuskie";"25-50";1970;"Średnie ogólne";"właściciel";37;"Cyberdyne";8;"51<";"neutral"
"747";1992;"dolnośląskie";"25-50";1981;"Średnie ogólne";"techniczny";39;"Cyberdyne";7;"36-40";"neutral"
"748";1994;"wielkopolskie";">25";1977;"Średnie technicznezne";"agronom ekspert";23;"Cyberdyne";8;"41-45";"neutral"
"749";1998;"wielkopolskie";"25-50";1976;"Średnie ogólne";"agronom ekspert";37;"Cyberdyne";1;"41-45";"detractors"
"750";2001;"lubuskie";"51-100";1978;"Średnie ogólne";"techniczny";68;"Cyberdyne";8;"41-45";"neutral"
"751";2004;"wielkopolskie";"51-100";1965;"Wyższe";"główny agronom";90;"Cyberdyne";1;"51<";"detractors"
"752";2007;"wielkopolskie";">25";1970;"Średnie technicznezne";"właściciel";17;"Cyberdyne";5;"51<";"detractors"
"753";2012;"małopolskie";"25-50";1971;"Średnie ogólne";"techniczny";35;"Cyberdyne";1;"46-50";"detractors"
"754";2017;"śląskie";"51-100";1997;"Średnie ogólne";"agronom ekspert";72;"Cyberdyne";9;"<=25";"promoters"
"755";2019;"wielkopolskie";"25-50";1982;"Średnie ogólne";"agronom ekspert";41;"Cyberdyne";8;"36-40";"neutral"
"756";2021;"lubuskie";"250+";1968;"Średnie ogólne";"właściciel";2215;"Cyberdyne";3;"51<";"detractors"
"757";2022;"wielkopolskie";">25";1969;"Średnie ogólne";"właściciel";18;"Cyberdyne";4;"51<";"detractors"
"758";2023;"lubuskie";"51-100";1982;"Średnie ogólne";"techniczny";73;"Cyberdyne";6;"36-40";"detractors"
"759";2025;"pomorskie";"25-50";1973;"Średnie ogólne";"techniczny";46;"Cyberdyne";9;"46-50";"promoters"
"760";2029;"dolnośląskie";"51-100";1986;"Średnie ogólne";"właściciel";99;"Cyberdyne";5;"31-35";"detractors"
"761";2033;"kujawsko-pomorskie";">25";1971;"Średnie technicznezne";"techniczny";10;"Cyberdyne";2;"46-50";"detractors"
"762";2037;"wielkopolskie";"51-100";1997;"Średnie ogólne";"techniczny";87;"Cyberdyne";6;"<=25";"detractors"
"763";2040;"pomorskie";">25";1983;"Średnie ogólne";"agronom ekspert";12;"Cyberdyne";6;"36-40";"detractors"
"764";2045;"podlaskie";"51-100";1980;"Średnie ogólne";"główny agronom";98;"Cyberdyne";7;"41-45";"neutral"
"765";2049;"świętokrzyskie";"250+";1984;"Średnie ogólne";"dyrektor";2352;"Cyberdyne";6;"36-40";"detractors"
"766";2051;"śląskie";"51-100";1984;"Średnie ogólne";"właściciel";60;"Cyberdyne";0;"36-40";NA
"767";2054;"opolskie";"51-100";1969;"Średnie technicznezne";"główny agronom";75;"Cyberdyne";9;"51<";"promoters"
"768";2056;"lubelskie";"25-50";1955;"Średnie ogólne";"właściciel";37;"Cyberdyne";9;"51<";"promoters"
"769";2058;"zachodniopomorskie)";"51-100";1988;"Średnie ogólne";"główny agronom";98;"Cyberdyne";7;"31-35";"neutral"
"770";2059;"podlaskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";72;"Cyberdyne";3;"46-50";"detractors"
"771";2060;"lubuskie";"100-250";1964;"Średnie technicznezne";"właściciel";160;"Cyberdyne";5;"51<";"detractors"
"772";2063;"łódzkie";"51-100";1983;"Średnie technicznezne";"główny agronom";83;"Cyberdyne";9;"36-40";"promoters"
"773";2064;"podlaskie";"51-100";1969;"Średnie technicznezne";"agronom ekspert";62;"Cyberdyne";5;"51<";"detractors"
"774";2066;"mazowieckie";"250+";1990;"Średnie ogólne";"właściciel";1241;"Cyberdyne";4;"31-35";"detractors"
"775";2068;"zachodniopomorskie)";">25";1986;"Średnie ogólne";"agronom ekspert";7;"Cyberdyne";6;"31-35";"detractors"
"776";2073;"mazowieckie";">25";1967;"Średnie ogólne";"główny agronom";23;"Cyberdyne";1;"51<";"detractors"
"777";2077;"podlaskie";"25-50";1983;"Średnie ogólne";"właściciel";47;"Cyberdyne";9;"36-40";"promoters"
"778";2080;"podkarpackie";"100-250";1961;"Średnie ogólne";"główny agronom";232;"Cyberdyne";2;"51<";"detractors"
"779";2083;"łódzkie";"25-50";1961;"Średnie ogólne";"agronom ekspert";28;"Cyberdyne";3;"51<";"detractors"
"780";2085;"warmińsko-mazurskie";"51-100";1980;"Średnie ogólne";"główny agronom";59;"Cyberdyne";7;"41-45";"neutral"
"781";2087;"podkarpackie";"25-50";1986;"Średnie ogólne";"agronom ekspert";33;"Cyberdyne";2;"31-35";"detractors"
"782";2091;"świętokrzyskie";">25";1987;"Średnie ogólne";"główny agronom";16;"Cyberdyne";1;"31-35";"detractors"
"783";2095;"kujawsko-pomorskie";"25-50";1992;"Średnie ogólne";"główny agronom";41;"Cyberdyne";4;"26-30";"detractors"
"784";2097;"lubuskie";"51-100";1971;"Średnie ogólne";"techniczny";96;"Cyberdyne";2;"46-50";"detractors"
"785";2100;"wielkopolskie";"51-100";1974;"Średnie technicznezne";"techniczny";74;"Cyberdyne";3;"46-50";"detractors"
"786";2102;"mazowieckie";"51-100";1971;"Średnie ogólne";"dyrektor";77;"Cyberdyne";9;"46-50";"promoters"
"787";2105;"mazowieckie";">25";1960;"Średnie ogólne";"właściciel";22;"Cyberdyne";8;"51<";"neutral"
"788";2107;"podlaskie";">25";1990;"Średnie ogólne";"właściciel";5;"Cyberdyne";1;"31-35";"detractors"
"789";2110;"podlaskie";"25-50";1998;"Średnie ogólne";"techniczny";45;"Cyberdyne";5;"<=25";"detractors"
"790";2114;"wielkopolskie";"51-100";1998;"Średnie technicznezne";"główny agronom";97;"Cyberdyne";9;"<=25";"promoters"
"791";2117;"mazowieckie";"51-100";1996;"Średnie ogólne";"techniczny";73;"Cyberdyne";4;"<=25";"detractors"
"792";2118;"opolskie";"100-250";1985;"Średnie ogólne";"techniczny";108;"Cyberdyne";4;"36-40";"detractors"
"793";2120;"wielkopolskie";">25";1978;"Średnie ogólne";"właściciel";8;"Cyberdyne";7;"41-45";"neutral"
"794";2125;"kujawsko-pomorskie";"25-50";1977;"Średnie ogólne";"właściciel";42;"Cyberdyne";0;"41-45";NA
"795";2128;"mazowieckie";">25";1968;"Średnie ogólne";"główny agronom";15;"Cyberdyne";7;"51<";"neutral"
"796";2130;"wielkopolskie";"51-100";1974;"Średnie ogólne";"główny agronom";66;"Cyberdyne";3;"46-50";"detractors"
"797";2132;"kujawsko-pomorskie";"25-50";1973;"Średnie technicznezne";"właściciel";44;"Cyberdyne";6;"46-50";"detractors"
"798";2136;"dolnośląskie";"51-100";1971;"Średnie technicznezne";"właściciel";80;"Cyberdyne";1;"46-50";"detractors"
"799";2138;"dolnośląskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";76;"Cyberdyne";5;"36-40";"detractors"
"800";2141;"lubuskie";"25-50";1994;"Średnie ogólne";"główny agronom";48;"Cyberdyne";6;"26-30";"detractors"
"801";2143;"małopolskie";"25-50";1975;"Wyższe rolnicze";"właściciel";42;"Cyberdyne";10;"46-50";"promoters"
"802";2146;"dolnośląskie";"25-50";1967;"Średnie ogólne";"agronom ekspert";34;"Cyberdyne";3;"51<";"detractors"
"803";2147;"świętokrzyskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";73;"Cyberdyne";4;"51<";"detractors"
"804";2151;"lubuskie";"25-50";1954;"Średnie ogólne";"właściciel";26;"Cyberdyne";5;"51<";"detractors"
"805";1135;"dolnośląskie";"100-250";1969;"Średnie ogólne";"właściciel";140;"Weyland-Yutani";9;"51<";"promoters"
"806";1137;"dolnośląskie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";200;"Weyland-Yutani";9;"41-45";"promoters"
"807";1141;"dolnośląskie";">25";1989;"Średnie ogólne";"agronom ekspert";8;"Weyland-Yutani";6;"31-35";"detractors"
"808";1143;"dolnośląskie";"100-250";1992;"Średnie ogólne";"główny agronom";150;"Weyland-Yutani";5;"26-30";"detractors"
"809";1145;"dolnośląskie";"51-100";1982;"Wyższe";"właściciel";100;"Weyland-Yutani";9;"36-40";"promoters"
"810";1150;"dolnośląskie";"25-50";1978;"Średnie technicznezne";"dyrektor";30,01;"Weyland-Yutani";0;"41-45";NA
"811";1151;"dolnośląskie";"100-250";1981;"Średnie ogólne";"dyrektor";250;"Weyland-Yutani";4;"36-40";"detractors"
"812";1154;"dolnośląskie";"100-250";1965;"Średnie technicznezne";"agronom ekspert";180;"Weyland-Yutani";9;"51<";"promoters"
"813";1160;"dolnośląskie";"100-250";1988;"Wyższe";"właściciel";117;"Weyland-Yutani";8;"31-35";"neutral"
"814";1167;"dolnośląskie";">25";1992;"Średnie technicznezne";"główny agronom";25;"Weyland-Yutani";3;"26-30";"detractors"
"815";1168;"dolnośląskie";">25";1973;"Średnie ogólne";"agronom ekspert";20;"Weyland-Yutani";5;"46-50";"detractors"
"816";1169;"dolnośląskie";"250+";1964;"Średnie technicznezne";"właściciel";340;"Weyland-Yutani";4;"51<";"detractors"
"817";1173;"kujawsko-pomorskie";">25";1974;"Średnie technicznezne";"agronom ekspert";23;"Weyland-Yutani";3;"46-50";"detractors"
"818";1174;"kujawsko-pomorskie";"250+";1992;"Średnie ogólne";"główny agronom";455;"Weyland-Yutani";6;"26-30";"detractors"
"819";1176;"kujawsko-pomorskie";"25-50";1969;"Średnie technicznezne";"główny agronom";30;"Weyland-Yutani";2;"51<";"detractors"
"820";1177;"kujawsko-pomorskie";">25";1960;"Średnie ogólne";"właściciel";15;"Weyland-Yutani";7;"51<";"neutral"
"821";1178;"kujawsko-pomorskie";"25-50";1990;"Średnie ogólne";"właściciel";33;"Weyland-Yutani";4;"31-35";"detractors"
"822";1183;"kujawsko-pomorskie";">25";1973;"Wyższe";"właściciel";18;"Weyland-Yutani";9;"46-50";"promoters"
"823";1187;"kujawsko-pomorskie";"250+";1972;"Średnie technicznezne";"właściciel";500;"Weyland-Yutani";7;"46-50";"neutral"
"824";1191;"kujawsko-pomorskie";">25";1956;"Wyższe";"dyrektor";7;"Weyland-Yutani";9;"51<";"promoters"
"825";1200;"kujawsko-pomorskie";"25-50";1975;"Średnie technicznezne";"właściciel";34;"Weyland-Yutani";6;"46-50";"detractors"
"826";1202;"kujawsko-pomorskie";"250+";1977;"Średnie ogólne";"główny agronom";636,5;"Weyland-Yutani";5;"41-45";"detractors"
"827";1203;"kujawsko-pomorskie";"100-250";1963;"Średnie technicznezne";"agronom ekspert";180,01;"Weyland-Yutani";9;"51<";"promoters"
"828";1218;"kujawsko-pomorskie";"25-50";1995;"Średnie ogólne";"główny agronom";41;"Weyland-Yutani";9;"26-30";"promoters"
"829";1221;"kujawsko-pomorskie";">25";1987;"Średnie technicznezne";"agronom ekspert";18;"Weyland-Yutani";3;"31-35";"detractors"
"830";1223;"kujawsko-pomorskie";"100-250";1970;"Średnie technicznezne";"właściciel";250;"Weyland-Yutani";4;"51<";"detractors"
"831";1230;"kujawsko-pomorskie";">25";1984;"Średnie ogólne";"agronom ekspert";21;"Weyland-Yutani";6;"36-40";"detractors"
"832";1233;"kujawsko-pomorskie";"250+";1973;"Średnie technicznezne";"właściciel";534;"Weyland-Yutani";7;"46-50";"neutral"
"833";1234;"kujawsko-pomorskie";"100-250";1973;"Wyższe";"główny agronom";120;"Weyland-Yutani";7;"46-50";"neutral"
"834";1236;"kujawsko-pomorskie";"51-100";1967;"Średnie ogólne";"właściciel";100;"Weyland-Yutani";8;"51<";"neutral"
"835";1241;"kujawsko-pomorskie";"100-250";1972;"Średnie ogólne";"właściciel";135;"Weyland-Yutani";1;"46-50";"detractors"
"836";1242;"kujawsko-pomorskie";"250+";1945;"Średnie technicznezne";"właściciel";448;"Weyland-Yutani";4;"51<";"detractors"
"837";1251;"kujawsko-pomorskie";"250+";1979;"Średnie ogólne";"agronom ekspert";1280;"Weyland-Yutani";4;"41-45";"detractors"
"838";1253;"kujawsko-pomorskie";">25";1998;"Średnie technicznezne";"główny agronom";5;"Weyland-Yutani";6;"<=25";"detractors"
"839";1256;"lubelskie";"100-250";1999;"Średnie ogólne";"dyrektor";150,01;"Weyland-Yutani";7;"<=25";"neutral"
"840";1261;"lubelskie";"25-50";1960;"Średnie technicznezne";"właściciel";50;"Weyland-Yutani";4;"51<";"detractors"
"841";1271;"lubelskie";">25";1972;"Średnie ogólne";"techniczny";10;"Weyland-Yutani";7;"46-50";"neutral"
"842";1272;"lubelskie";"25-50";1979;"Wyższe";"agronom ekspert";40;"Weyland-Yutani";5;"41-45";"detractors"
"843";1279;"lubelskie";"250+";1986;"Średnie ogólne";"właściciel";700,1;"Weyland-Yutani";3;"31-35";"detractors"
"844";1280;"lubelskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";68;"Weyland-Yutani";6;"46-50";"detractors"
"845";1282;"lubelskie";"250+";1983;"Średnie ogólne";"właściciel";330;"Weyland-Yutani";5;"36-40";"detractors"
"846";1286;"lubelskie";"25-50";1956;"Średnie ogólne";"główny agronom";50;"Weyland-Yutani";4;"51<";"detractors"
"847";1287;"lubelskie";"100-250";1974;"Średnie technicznezne";"techniczny";121;"Weyland-Yutani";4;"46-50";"detractors"
"848";1288;"lubelskie";">25";1977;"Średnie technicznezne";"właściciel";6;"Weyland-Yutani";2;"41-45";"detractors"
